,carat,cut,color,clarity,depth,table,price,x,y,z,volume
21099,1.29,Ideal,H,VS1,61.8,56.0,9273,6.97,7.02,4.32,211.37500799999998
21100,1.0,Premium,D,VVS2,58.3,61.0,9274,6.55,6.48,3.8,161.2872
21101,1.6,Ideal,H,SI2,62.1,56.0,9275,7.43,7.51,4.64,258.90875199999994
21102,1.69,Premium,F,SI2,62.4,58.0,9275,7.65,7.57,4.75,275.074875
21103,1.3,Ideal,D,SI1,62.2,56.0,9275,6.98,6.94,4.33,209.75039600000005
21104,1.7,Ideal,J,VS2,62.2,56.0,9276,7.64,7.61,4.74,275.58549600000003
21105,1.07,Ideal,G,VVS1,62.6,54.0,9276,6.58,6.5,4.1,175.357
21106,1.42,Very Good,E,SI1,61.1,62.0,9278,7.17,7.2,4.39,226.62936
21107,1.5,Good,I,VS1,61.2,62.0,9278,7.26,7.32,4.46,237.018672
21108,1.52,Ideal,I,VS2,61.3,56.0,9278,7.44,7.41,4.55,250.84332
21109,1.21,Premium,F,VS1,60.1,58.0,9279,6.89,6.98,4.17,200.54447399999998
21110,1.36,Ideal,H,VS2,59.9,57.0,9279,7.2,7.22,4.32,224.57088000000002
21111,1.5,Very Good,I,VS1,60.8,63.0,9281,7.37,7.41,4.49,245.206533
21112,1.5,Very Good,E,SI2,60.1,60.0,9281,7.35,7.42,4.44,242.14428
21113,1.5,Good,E,SI2,63.3,57.0,9281,7.31,7.33,4.63,248.08604899999997
21114,1.5,Good,E,SI2,63.5,59.0,9281,7.25,7.28,4.61,243.31580000000002
21115,1.04,Ideal,F,VVS2,62.2,56.0,9281,6.53,6.46,4.04,170.422552
21116,1.09,Ideal,G,VVS1,61.0,54.0,9282,6.63,6.72,4.07,181.33315199999998
21117,1.25,Ideal,G,VS2,61.5,58.0,9282,6.88,6.93,4.25,202.6332
21118,1.5,Very Good,G,SI2,63.1,57.0,9282,7.29,7.25,4.59,242.592975
21119,1.25,Premium,G,VS1,60.7,56.0,9282,7.01,6.93,4.23,205.490439
21120,1.51,Very Good,I,SI1,61.6,58.0,9283,7.35,7.3,4.51,241.98404999999997
21121,1.54,Very Good,J,VS1,63.5,57.0,9285,7.27,7.37,4.65,249.146535
21122,1.02,Ideal,G,VVS2,61.8,56.0,9286,6.42,6.46,3.98,165.063336
21123,1.21,Ideal,G,VS1,62.0,55.0,9287,6.84,6.88,4.25,200.0016
21124,1.17,Ideal,G,VVS2,61.2,56.0,9289,6.77,6.85,4.17,193.381665
21125,1.52,Very Good,I,SI1,59.9,60.0,9290,7.46,7.49,4.48,250.32179200000002
21126,1.21,Ideal,H,VVS2,61.1,56.0,9290,6.85,6.89,4.2,198.22529999999998
21127,1.58,Premium,F,SI2,62.3,60.0,9290,7.42,7.38,4.61,252.44175600000003
21128,1.03,Ideal,F,VVS2,62.4,55.6,9290,6.44,6.49,4.02,168.018312
21129,1.22,Ideal,G,VS1,62.2,56.0,9292,6.88,6.85,4.27,201.23655999999997
21130,1.73,Very Good,I,SI2,62.0,58.0,9292,7.6,7.69,4.74,277.02456
21131,1.22,Premium,E,VS2,62.2,55.0,9292,6.91,6.85,4.28,202.58738000000002
21132,1.51,Fair,D,SI1,64.1,60.0,9293,7.18,7.11,4.58,233.80808399999998
21133,1.34,Premium,G,VS2,60.7,59.0,9293,7.07,7.04,4.28,213.02758400000002
21134,1.0,Ideal,G,VVS2,61.1,58.0,9294,6.43,6.47,3.94,163.912274
21135,1.56,Ideal,I,VS2,62.5,57.0,9295,7.4,7.36,4.63,252.16832000000002
21136,1.52,Premium,I,SI1,62.8,62.0,9295,7.29,7.23,4.56,240.342552
21137,1.52,Good,I,SI1,64.0,58.0,9295,7.27,7.2,4.63,242.35272
21138,2.0,Premium,J,VS1,63.0,58.0,9296,8.04,7.99,5.05,324.40997999999996
21139,1.31,Premium,G,VS2,60.3,58.0,9296,7.13,7.1,4.29,217.17266999999998
21140,1.51,Ideal,I,VS2,62.3,57.0,9297,7.28,7.37,4.56,244.660416
21141,1.39,Ideal,H,VVS2,61.2,54.0,9298,7.23,7.25,4.43,232.209525
21142,1.57,Ideal,H,SI2,60.7,57.0,9298,7.49,7.54,4.56,257.524176
21143,1.11,Premium,E,VS1,59.8,60.0,9299,6.75,6.72,4.03,182.8008
21144,1.51,Good,F,SI2,63.4,57.0,9301,7.25,7.29,4.61,243.650025
21145,1.51,Premium,I,VS2,61.8,59.0,9301,7.36,7.4,4.56,248.35584
21146,1.51,Good,I,VVS1,64.0,60.0,9301,7.21,7.26,4.63,242.35549799999998
21147,1.51,Ideal,F,SI2,62.6,55.0,9301,7.35,7.39,4.61,250.399065
21148,1.35,Very Good,G,VS2,62.8,59.0,9302,7.01,7.04,4.41,217.635264
21149,1.51,Premium,E,SI2,63.0,55.0,9302,7.34,7.3,4.61,247.01302
21150,1.59,Premium,I,VS2,59.9,60.0,9304,7.57,7.61,4.55,262.115035
21151,1.18,Premium,G,VVS2,61.6,58.0,9304,6.8,6.77,4.18,192.43047999999996
21152,1.18,Premium,G,VVS2,62.8,57.0,9304,6.77,6.71,4.23,192.154941
21153,1.5,Very Good,J,VVS2,62.2,57.0,9306,7.25,7.31,4.53,240.078675
21154,1.01,Ideal,E,VVS2,60.0,55.0,9310,6.56,6.6,3.95,171.01919999999998
21155,1.65,Premium,H,VS1,60.9,62.0,9314,7.58,7.51,4.6,261.85868
21156,1.76,Fair,J,VS1,56.9,66.0,9314,8.09,7.94,4.56,292.90977599999997
21157,1.54,Premium,I,SI1,60.1,58.0,9314,7.53,7.48,4.51,254.023044
21158,1.53,Ideal,I,SI1,62.3,56.0,9315,7.37,7.4,4.6,250.8748
21159,1.14,Ideal,F,VVS2,62.7,55.0,9316,6.7,6.6,4.17,184.3974
21160,1.2,Ideal,D,SI1,61.1,56.0,9317,6.86,6.89,4.2,198.51468
21161,1.23,Premium,F,VS1,61.3,60.0,9319,6.9,6.94,4.24,203.03664000000003
21162,1.53,Premium,J,VVS1,61.6,58.0,9322,7.4,7.37,4.55,248.14790000000002
21163,1.21,Ideal,G,VS1,62.7,54.0,9323,6.8,6.82,4.27,198.02551999999997
21164,1.0,Very Good,E,VVS2,61.7,55.0,9324,6.38,6.42,3.95,161.79042
21165,1.5,Good,H,SI1,57.9,62.0,9324,7.55,7.48,4.35,245.6619
21166,1.17,Ideal,G,VS1,61.7,57.0,9326,6.71,6.75,4.15,187.963875
21167,1.51,Premium,I,VVS2,62.1,58.0,9328,7.29,7.32,4.54,242.267112
21168,1.7,Premium,I,SI2,62.9,59.0,9330,7.57,7.51,4.74,269.47231800000003
21169,1.7,Premium,I,VS2,61.3,59.0,9330,7.69,7.59,4.68,273.158028
21170,1.7,Premium,F,SI2,58.5,60.0,9330,7.87,7.8,4.58,281.14788000000004
21171,1.2,Very Good,F,VS2,62.9,57.0,9331,6.78,6.71,4.24,192.89371200000002
21172,1.31,Ideal,F,SI1,61.6,55.0,9331,7.04,7.09,4.35,217.12416
21173,1.53,Very Good,H,SI1,60.4,60.0,9332,7.39,7.44,4.48,246.31756800000002
21174,1.51,Very Good,H,VVS2,63.1,56.0,9332,7.33,7.28,4.61,246.00066400000003
21175,1.13,Ideal,G,VVS2,62.3,57.0,9333,6.62,6.66,4.14,182.52928799999998
21176,1.24,Ideal,F,VS1,62.2,55.0,9333,6.89,6.87,4.28,202.59080400000002
21177,1.24,Premium,F,VS1,61.5,57.0,9333,6.97,6.86,4.25,203.21035
21178,1.23,Premium,F,VS2,61.2,58.0,9333,6.93,6.87,4.22,200.91040199999998
21179,1.51,Ideal,J,VVS2,61.4,59.0,9334,7.34,7.39,4.52,245.17655199999996
21180,1.28,Premium,G,VS1,60.9,58.0,9335,7.01,7.09,4.29,213.216861
21181,1.58,Ideal,I,SI1,61.7,56.0,9335,7.55,7.48,4.64,262.03936
21182,1.21,Ideal,F,VS1,59.7,57.0,9335,6.94,6.92,4.14,198.82267199999998
21183,1.76,Very Good,H,SI1,63.0,63.0,9336,7.65,7.63,4.81,280.757295
21184,1.51,Ideal,H,SI1,61.8,55.0,9336,7.38,7.42,4.57,250.251372
21185,1.5,Good,H,SI1,60.8,60.0,9336,7.28,7.38,4.46,239.619744
21186,1.2,Very Good,G,VVS2,62.1,58.0,9337,6.74,6.78,4.2,191.92824000000002
21187,1.22,Ideal,G,VS1,62.0,56.0,9339,6.83,6.88,4.24,199.23929600000002
21188,1.61,Ideal,H,SI1,62.3,56.0,9341,7.51,7.47,4.67,261.985599
21189,1.61,Premium,I,VS2,58.4,59.0,9341,7.73,7.68,4.5,267.1488
21190,1.61,Premium,H,SI1,61.4,58.0,9341,7.59,7.53,4.64,265.188528
21191,1.5,Very Good,I,VS2,59.4,61.0,9342,7.41,7.45,4.41,243.45184500000002
21192,1.28,Ideal,G,VS1,61.7,55.0,9342,6.97,7.02,4.32,211.37500799999998
21193,1.51,Good,E,SI2,63.1,58.0,9343,7.28,7.31,4.6,244.79727999999997
21194,1.51,Very Good,I,VS1,63.0,59.0,9343,7.28,7.3,4.59,243.93096
21195,1.51,Very Good,E,SI2,61.1,60.0,9343,7.27,7.37,4.47,239.50215299999996
21196,1.51,Very Good,E,SI2,63.1,61.0,9343,7.25,7.3,4.59,242.92575
21197,1.52,Very Good,D,SI2,60.9,59.0,9343,7.35,7.4,4.49,244.21110000000002
21198,1.1,Ideal,F,VVS2,61.2,56.0,9343,6.71,6.64,4.08,181.78195200000002
21199,1.51,Ideal,I,SI1,62.6,55.0,9344,7.37,7.26,4.58,245.05839600000002
21200,1.94,Very Good,I,SI2,63.1,59.0,9344,8.01,7.89,5.02,317.25847799999997
21201,1.51,Premium,I,SI1,61.7,60.0,9344,7.31,7.27,4.5,239.14664999999997
21202,1.57,Ideal,J,VVS2,61.4,57.0,9346,7.45,7.5,4.59,256.46625
21203,1.23,Very Good,F,VS1,60.6,58.0,9346,6.88,6.95,4.19,200.34904000000003
21204,1.09,Ideal,E,VS2,60.7,57.0,9346,6.66,6.68,4.05,180.17963999999998
21205,1.5,Ideal,F,SI1,62.7,56.0,9347,7.25,7.35,4.58,244.05674999999997
21206,1.16,Ideal,F,VS1,61.9,54.0,9348,6.75,6.79,4.19,192.03817500000002
21207,1.51,Ideal,I,VS2,61.6,57.0,9352,7.34,7.28,4.5,240.4584
21208,1.52,Ideal,I,VS2,62.4,55.0,9352,7.35,7.4,4.6,250.194
21209,1.5,Very Good,I,VS2,60.5,60.0,9354,7.31,7.4,4.45,240.71830000000003
21210,1.0,Ideal,F,VVS2,61.9,57.0,9354,6.47,6.42,3.99,165.734226
21211,1.29,Premium,G,VS1,62.4,58.0,9354,6.89,6.86,4.29,202.768566
21212,1.62,Very Good,E,SI2,60.8,59.0,9355,7.57,7.62,4.62,266.49730800000003
21213,1.21,Very Good,G,VVS2,62.9,59.0,9358,6.68,6.74,4.22,189.997904
21214,1.52,Ideal,I,SI1,61.4,57.0,9358,7.4,7.43,4.55,250.16809999999998
21215,1.54,Ideal,G,SI2,61.7,56.0,9359,7.41,7.44,4.58,252.49723200000003
21216,1.07,Ideal,G,IF,61.5,57.0,9361,6.54,6.59,4.04,174.11834399999998
21217,1.23,Premium,E,VS2,58.9,59.0,9361,7.05,6.98,4.13,203.23317
21218,1.24,Ideal,G,VVS2,61.2,56.0,9362,6.88,6.92,4.22,200.912512
21219,1.18,Premium,G,VVS2,59.7,58.0,9366,6.9,6.94,4.13,197.76918
21220,1.22,Ideal,H,VVS2,61.7,56.0,9366,6.83,6.87,4.23,198.48048300000002
21221,1.52,Good,G,SI1,64.4,59.0,9368,7.18,7.25,4.65,242.05575000000002
21222,1.21,Premium,G,VVS2,59.6,60.0,9370,6.89,6.91,4.11,195.676689
21223,1.2,Premium,F,VS1,61.6,61.0,9370,6.86,6.81,4.21,196.676886
21224,1.27,Premium,G,VS1,61.1,60.0,9371,6.99,7.03,4.28,210.31791600000003
21225,1.28,Ideal,G,VS1,62.7,53.0,9372,6.94,6.97,4.36,210.901048
21226,1.2,Ideal,G,VVS2,62.2,56.0,9373,6.76,6.81,4.22,194.27023199999996
21227,1.5,Premium,F,SI2,61.4,60.0,9374,7.34,7.28,4.49,239.92404800000003
21228,1.23,Ideal,F,VS2,61.7,57.0,9376,6.9,6.94,4.27,204.47322
21229,1.6,Ideal,I,SI1,62.0,55.0,9376,7.53,7.59,4.69,268.04616300000004
21230,1.25,Very Good,F,VS2,62.5,59.0,9377,6.81,6.89,4.28,200.821452
21231,1.11,Premium,F,VVS2,59.2,59.0,9377,6.79,6.82,4.03,186.62043400000002
21232,1.15,Ideal,G,VVS1,60.6,56.0,9377,6.83,6.8,4.13,191.81372000000002
21233,1.7,Good,J,VS2,62.4,61.0,9380,7.47,7.53,4.68,263.245788
21234,1.54,Premium,J,VVS1,62.4,59.0,9383,7.38,7.36,4.6,249.85727999999997
21235,1.19,Ideal,G,VVS2,60.8,55.0,9383,6.91,6.9,4.19,199.77501000000004
21236,1.5,Very Good,G,SI2,63.1,57.0,9384,7.29,7.25,4.59,242.592975
21237,1.71,Premium,I,VS2,62.4,61.0,9384,7.67,7.59,4.76,277.104828
21238,1.53,Premium,J,VVS1,61.6,59.0,9384,7.35,7.39,4.54,246.59690999999998
21239,1.59,Premium,H,SI2,62.6,59.0,9385,7.42,7.4,4.64,254.77311999999998
21240,1.51,Fair,H,SI1,65.4,59.0,9386,7.17,7.11,4.67,238.07052900000002
21241,1.52,Very Good,D,SI2,60.6,62.0,9389,7.37,7.42,4.48,244.99059200000002
21242,1.53,Very Good,H,SI2,61.2,55.9,9391,7.43,7.46,4.56,252.75076799999997
21243,1.54,Ideal,H,SI1,61.1,56.0,9391,7.47,7.42,4.56,252.74894399999997
21244,1.51,Ideal,G,SI2,62.3,56.0,9391,7.31,7.37,4.57,246.207379
21245,1.5,Good,H,SI1,61.0,59.0,9394,7.31,7.39,4.48,242.013632
21246,1.21,Ideal,F,VS2,61.3,56.0,9397,6.86,6.91,4.22,200.03897200000003
21247,1.26,Ideal,G,VS2,60.8,55.0,9399,7.02,7.04,4.28,211.521024
21248,1.8,Ideal,H,SI1,62.2,57.0,9399,7.79,7.71,4.82,289.493538
21249,1.34,Ideal,G,VS2,61.9,56.0,9401,7.1,7.05,4.38,219.24089999999998
21250,1.19,Ideal,G,VVS2,60.9,53.0,9403,6.88,6.92,4.2,199.96032
21251,1.56,Ideal,J,VS1,61.9,55.0,9404,7.44,7.46,4.61,255.86606400000002
21252,1.52,Ideal,E,SI2,60.1,57.0,9405,7.49,7.53,4.51,254.362647
21253,1.24,Good,G,VS1,60.2,63.0,9405,6.96,6.99,4.2,204.33168000000003
21254,1.2,Ideal,G,VVS2,62.2,55.0,9407,6.77,6.81,4.23,195.018651
21255,1.6,Ideal,I,SI1,62.4,53.5,9407,7.45,7.5,4.66,260.3775
21256,1.57,Very Good,H,VS2,63.4,56.0,9407,7.46,7.4,4.71,260.01084
21257,1.32,Ideal,G,VS2,61.1,57.0,9408,7.07,7.13,4.34,218.775494
21258,1.5,Ideal,I,VS2,62.6,55.0,9408,7.39,7.31,4.6,248.49613999999997
21259,1.5,Premium,F,SI2,60.8,59.0,9408,7.36,7.3,4.46,239.62688
21260,1.24,Premium,F,VS2,62.2,58.0,9411,6.89,6.84,4.27,201.23485199999996
21261,1.01,Premium,F,VVS1,62.8,58.0,9412,6.39,6.35,4.0,162.30599999999998
21262,1.03,Ideal,F,VVS2,62.0,56.0,9413,6.48,6.45,4.01,167.60196000000002
21263,1.7,Ideal,J,VS2,62.5,57.0,9414,7.6,7.63,4.76,276.02288
21264,1.51,Very Good,I,VVS2,61.9,56.0,9416,7.35,7.38,4.56,247.34807999999995
21265,1.57,Ideal,H,SI1,61.8,55.0,9416,7.47,7.51,4.63,259.741611
21266,1.51,Very Good,F,SI1,63.2,57.0,9417,7.34,7.23,4.6,244.11372
21267,1.21,Premium,F,VS2,62.2,60.0,9419,6.75,6.72,4.19,190.0584
21268,1.16,Ideal,G,VVS2,62.2,56.0,9419,6.74,6.7,4.18,188.76044
21269,1.53,Premium,J,IF,61.1,58.0,9424,7.41,7.45,4.54,250.62843
21270,1.53,Premium,F,SI2,62.7,60.0,9424,7.28,7.34,4.58,244.733216
21271,1.2,Ideal,D,VS2,61.4,55.0,9424,6.78,6.87,4.19,195.16433400000003
21272,1.65,Ideal,G,VS2,62.2,55.0,9425,7.6,7.57,4.72,271.55103999999994
21273,1.7,Ideal,H,SI1,62.2,53.0,9425,7.67,7.6,4.75,276.887
21274,1.55,Very Good,G,SI1,59.8,59.0,9428,7.45,7.47,4.46,248.20569
21275,1.77,Premium,J,VS2,59.6,58.0,9428,7.94,7.86,4.71,293.94356400000004
21276,1.27,Ideal,G,VS1,59.6,57.0,9431,7.09,7.06,4.22,211.23378799999998
21277,1.16,Ideal,F,VS2,61.3,57.0,9432,6.76,6.79,4.15,190.48666
21278,1.16,Ideal,F,VS2,61.4,56.0,9432,6.83,6.78,4.18,193.564932
21279,1.06,Very Good,F,IF,60.6,56.0,9433,6.62,6.69,4.03,178.47983400000004
21280,2.03,Premium,J,SI2,60.4,59.0,9435,8.15,8.12,4.91,324.93398
21281,2.0,Very Good,I,SI2,63.1,56.0,9435,7.98,7.84,5.0,312.81600000000003
21282,1.61,Ideal,I,SI1,62.7,55.0,9439,7.48,7.54,4.71,265.640232
21283,1.12,Premium,G,IF,61.2,58.0,9440,6.67,6.7,4.09,182.77801
21284,1.2,Premium,F,VS2,60.2,60.0,9442,6.91,6.82,4.13,194.63120600000002
21285,1.51,Ideal,I,VS2,60.6,56.0,9442,7.44,7.47,4.52,251.20713599999996
21286,1.57,Very Good,I,VS2,60.2,58.0,9443,7.51,7.57,4.54,258.10217800000004
21287,1.7,Ideal,H,SI2,61.2,56.0,9444,7.71,7.64,4.7,276.85068
21288,1.6,Ideal,H,SI2,62.1,56.0,9444,7.51,7.43,4.64,258.90875199999994
21289,1.42,Premium,E,SI1,61.1,62.0,9447,7.2,7.17,4.39,226.62936
21290,1.13,Ideal,D,VS1,61.4,55.0,9448,6.72,6.74,4.13,187.05926399999998
21291,1.52,Ideal,H,SI1,61.3,57.0,9448,7.38,7.32,4.51,243.63741599999997
21292,1.21,Premium,F,VS1,60.1,58.0,9448,6.98,6.89,4.17,200.54447399999998
21293,1.21,Ideal,E,VS2,60.3,60.0,9449,6.92,6.88,4.16,198.055936
21294,1.5,Premium,E,SI2,61.0,58.0,9450,7.35,7.3,4.47,239.83784999999995
21295,1.5,Premium,E,SI2,60.1,60.0,9450,7.42,7.35,4.44,242.14428
21296,1.5,Very Good,E,SI2,63.5,59.0,9450,7.28,7.25,4.61,243.31580000000002
21297,1.43,Very Good,D,SI1,63.5,56.0,9450,7.24,7.09,4.55,233.55877999999998
21298,1.01,Very Good,D,VVS2,63.6,59.0,9451,6.25,6.32,4.0,158.0
21299,1.01,Good,F,IF,62.7,59.0,9451,6.3,6.42,3.99,161.37954
21300,1.51,Fair,H,VS2,65.0,64.0,9452,7.1,7.03,4.59,229.10066999999998
21301,1.54,Ideal,H,SI2,60.9,56.4,9452,7.43,7.45,4.53,250.751355
21302,1.15,Ideal,G,VVS2,61.8,56.0,9457,6.72,6.75,4.16,188.6976
21303,1.58,Ideal,I,SI1,62.3,55.0,9457,7.42,7.49,4.64,257.871712
21304,1.57,Ideal,I,SI1,62.4,53.6,9460,7.42,7.47,4.64,257.183136
21305,1.12,Ideal,F,VVS2,61.4,57.0,9461,6.66,6.69,4.1,182.67714
21306,1.35,Ideal,H,VS2,60.8,56.0,9462,7.13,7.17,4.35,222.38113499999997
21307,1.01,Ideal,F,VVS2,63.0,57.0,9463,6.36,6.4,4.02,163.63008000000002
21308,1.51,Very Good,H,SI1,58.5,59.0,9464,7.48,7.6,4.41,250.69968
21309,1.04,Ideal,G,VVS2,61.7,56.0,9465,6.5,6.54,4.02,170.89019999999996
21310,1.04,Ideal,G,VVS2,61.5,57.0,9465,6.51,6.54,4.01,170.727354
21311,1.52,Ideal,I,VS2,62.1,59.0,9465,7.3,7.35,4.55,244.13024999999996
21312,1.51,Very Good,I,VS1,61.8,63.0,9467,7.28,7.34,4.52,241.52710399999998
21313,1.51,Premium,I,VS1,62.3,60.0,9467,7.28,7.32,4.55,242.46768000000003
21314,1.61,Good,G,VS2,63.8,58.0,9467,7.43,7.36,4.72,258.112256
21315,1.53,Ideal,G,SI2,62.3,56.0,9468,7.39,7.34,4.59,248.97353399999997
21316,1.5,Premium,I,VS2,61.1,60.0,9471,7.33,7.36,4.49,242.23011200000005
21317,1.51,Ideal,I,VS2,59.9,56.0,9471,7.49,7.42,4.47,248.423826
21318,1.51,Good,I,VVS1,64.0,60.0,9471,7.26,7.21,4.63,242.35549799999998
21319,1.23,Premium,F,VS1,60.8,58.0,9471,6.94,6.9,4.21,201.60006
21320,1.51,Very Good,F,SI2,63.4,57.0,9471,7.29,7.25,4.61,243.650025
21321,1.51,Ideal,F,SI2,62.6,55.0,9471,7.39,7.35,4.61,250.399065
21322,1.35,Premium,G,VS2,62.8,59.0,9471,7.04,7.01,4.41,217.635264
21323,1.51,Ideal,I,VS2,62.9,53.0,9471,7.37,7.33,4.62,249.58210200000002
21324,1.51,Premium,I,VS2,60.9,60.0,9471,7.46,7.33,4.5,246.06810000000002
21325,1.51,Premium,F,SI2,59.9,58.0,9471,7.53,7.46,4.49,252.22036200000002
21326,1.01,Very Good,F,VVS1,62.8,59.0,9474,6.37,6.43,4.02,164.65558199999998
21327,1.51,Very Good,E,SI1,61.8,57.0,9474,7.36,7.43,4.57,249.90953600000003
21328,1.51,Very Good,E,SI1,62.9,62.0,9474,7.21,7.31,4.57,240.862307
21329,1.59,Premium,I,VS2,59.9,60.0,9474,7.61,7.57,4.55,262.115035
21330,2.0,Very Good,G,SI2,63.5,57.0,9475,7.91,7.86,4.99,310.24127400000003
21331,1.22,Very Good,E,VS2,60.8,59.0,9475,6.87,6.91,4.19,198.90642300000002
21332,1.2,Premium,G,VVS2,59.7,60.0,9475,7.0,6.91,4.15,200.73550000000003
21333,1.53,Premium,G,SI1,58.4,59.0,9476,7.62,7.55,4.43,254.86233
21334,1.24,Ideal,F,VS2,62.0,57.0,9478,6.83,6.89,4.25,199.99947500000002
21335,1.57,Premium,I,VS2,62.2,59.0,9478,7.44,7.42,4.62,255.04617600000003
21336,1.5,Premium,I,VS2,62.3,60.0,9479,7.25,7.19,4.5,234.57375000000002
21337,1.01,Ideal,E,VVS2,60.0,55.0,9479,6.6,6.56,3.95,171.01919999999998
21338,2.04,Very Good,J,SI2,63.4,55.0,9482,8.07,8.04,5.11,331.55110799999994
21339,1.52,Ideal,I,VS1,61.4,57.0,9483,7.42,7.38,4.54,248.608584
21340,1.01,Ideal,E,VVS2,62.0,56.0,9483,6.43,6.35,4.01,163.73030499999996
21341,1.05,Ideal,F,VVS2,61.6,56.0,9483,6.55,6.53,4.03,172.36914500000003
21342,1.21,Very Good,G,VVS2,60.4,56.0,9484,6.88,6.92,4.17,198.532032
21343,1.1,Premium,F,VS2,60.5,57.0,9486,6.7,6.69,4.05,181.53315
21344,1.0,Very Good,D,VVS2,61.3,58.0,9487,6.37,6.42,3.92,160.309968
21345,1.27,Ideal,G,VS2,61.9,57.0,9489,6.9,6.93,4.28,204.65676000000002
21346,1.23,Premium,F,VS1,61.3,60.0,9489,6.94,6.9,4.24,203.03664000000003
21347,1.0,Very Good,F,VVS1,61.7,57.0,9492,6.39,6.41,3.95,161.791605
21348,1.73,Premium,F,SI2,62.4,60.0,9494,7.6,7.55,4.73,271.4074
21349,1.56,Very Good,I,SI1,61.3,57.0,9494,7.48,7.54,4.6,259.43631999999997
21350,1.59,Ideal,J,VS1,61.3,57.0,9494,7.5,7.55,4.61,261.04125
21351,1.73,Premium,F,SI2,61.5,60.0,9494,7.75,7.66,4.74,281.3901
21352,1.22,Very Good,E,VS2,59.5,60.0,9495,6.91,7.0,4.14,200.2518
21353,1.02,Very Good,E,VVS1,62.6,56.0,9498,6.35,6.5,4.02,165.92549999999997
21354,1.51,Premium,I,VVS2,62.1,58.0,9498,7.32,7.29,4.54,242.267112
21355,1.28,Ideal,G,VS1,62.0,57.0,9498,6.97,6.96,4.32,209.56838399999998
21356,1.02,Ideal,D,VS2,61.5,56.0,9502,6.46,6.49,3.99,167.28234600000002
21357,1.01,Ideal,E,VS1,61.5,56.0,9503,6.45,6.49,3.98,166.60479
21358,1.63,Very Good,H,SI2,58.2,62.0,9504,7.77,7.72,4.51,270.52964399999996
21359,1.28,Premium,G,VS1,60.9,58.0,9505,7.09,7.01,4.29,213.216861
21360,0.33,Ideal,E,VS1,60.0,57.0,625,4.47,4.5,2.69,54.10934999999999
21361,0.33,Good,D,VS2,63.5,56.0,625,4.36,4.4,2.78,53.33152000000001
21362,0.33,Good,D,VS2,63.6,56.0,625,4.38,4.42,2.8,54.20688
21363,0.3,Very Good,H,VVS1,62.3,56.0,626,4.26,4.31,2.67,49.02280199999999
21364,0.3,Ideal,H,VS2,61.4,56.0,626,4.33,4.36,2.67,50.406396
21365,0.42,Ideal,F,SI2,61.7,54.0,626,4.85,4.87,3.0,70.85849999999999
21366,0.38,Ideal,I,SI1,61.6,57.0,626,4.62,4.66,2.86,61.573511999999994
21367,0.36,Ideal,D,SI1,62.2,53.0,626,4.57,4.59,2.85,59.782455000000006
21368,0.36,Ideal,D,SI1,62.0,54.0,626,4.58,4.61,2.85,60.174330000000005
21369,0.42,Premium,I,SI1,62.6,58.0,626,4.76,4.8,2.99,68.31552
21370,0.34,Ideal,D,SI1,62.0,56.0,626,4.47,4.5,2.78,55.91969999999999
21371,0.34,Ideal,D,SI1,61.2,57.0,626,4.48,4.51,2.75,55.56320000000001
21372,0.34,Very Good,D,SI1,62.0,59.0,626,4.42,4.48,2.76,54.652415999999995
21373,0.34,Premium,D,SI1,62.7,59.0,626,4.42,4.45,2.78,54.67982
21374,0.34,Very Good,D,SI1,59.8,61.0,626,4.5,4.53,2.7,55.03950000000001
21375,0.34,Very Good,D,SI1,60.2,60.0,626,4.5,4.54,2.72,55.5696
21376,0.31,Ideal,D,VS2,62.1,54.0,626,4.36,4.4,2.72,52.18048000000002
21377,0.31,Ideal,E,VS1,60.2,56.0,626,4.39,4.44,2.66,51.84765600000001
21378,0.34,Very Good,D,SI1,59.6,61.0,626,4.5,4.53,2.69,54.83565
21379,0.34,Ideal,D,SI1,60.4,57.0,626,4.51,4.53,2.73,55.774719
21380,0.34,Very Good,D,SI1,62.8,58.0,626,4.44,4.48,2.8,55.69536000000001
21381,0.34,Ideal,D,SI1,60.1,57.0,626,4.52,4.56,2.73,56.26857599999999
21382,0.34,Very Good,D,SI1,62.8,55.0,626,4.45,4.5,2.81,56.270250000000004
21383,0.34,Ideal,D,SI1,61.5,53.0,626,4.51,4.53,2.78,56.79623399999999
21384,0.34,Premium,D,SI1,61.2,58.0,626,4.47,4.49,2.74,54.992622000000004
21385,0.42,Very Good,I,SI1,61.2,60.0,626,4.78,4.82,2.94,67.73642400000001
21386,0.34,Very Good,I,VVS1,61.9,58.0,626,4.43,4.52,2.77,55.465371999999995
21387,0.34,Ideal,D,SI1,62.3,57.0,626,4.44,4.48,2.78,55.29753600000001
21388,0.34,Very Good,D,SI1,59.6,59.0,626,4.55,4.57,2.72,56.55832000000001
21389,0.34,Ideal,D,SI1,62.7,56.0,626,4.45,4.48,2.8,55.820800000000006
21390,1.04,Premium,F,VVS2,61.6,59.0,9505,6.53,6.49,4.01,169.94259699999998
21391,1.11,Ideal,G,VVS2,61.6,57.0,9507,6.7,6.74,4.14,186.95412
21392,1.73,Very Good,J,VS2,60.9,59.0,9510,7.72,7.76,4.71,282.162912
21393,1.51,Premium,H,SI1,62.0,58.0,9511,7.38,7.34,4.56,247.01155199999997
